name,marine.park,latitude,longitude,zone,jurisdiction,popup,url
Coral,Geographe Bay,-33.54307333,115.3880367,National Park,Commonwealth,"<iframe title=""A 3D model"" width=""640"" height=""480"" src=""https://sketchfab.com/models/297f72fd55b2421f9fa6b2dd39d10cec/embed?autostart=1&amp;preload=1&amp;ui_controls=1&amp;ui_infos=1&amp;ui_inspector=1&amp;ui_stop=1&amp;ui_watermark=1&amp;ui_watermark_link=1"" frameborder=""0"" allow=""autoplay; fullscreen; vr"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>
",https://skfb.ly/6T8Sr
Sponges,Geographe Bay,-33.54432167,115.2243183,Habitat Protection,Commonwealth,"<iframe title=""A 3D model"" width=""640"" height=""480"" src=""https://sketchfab.com/models/2b81f70844fc40f5ab60351d19bf5956/embed?autostart=1&amp;preload=1&amp;ui_controls=1&amp;ui_infos=1&amp;ui_inspector=1&amp;ui_stop=1&amp;ui_watermark=1&amp;ui_watermark_link=1"" frameborder=""0"" allow=""autoplay; fullscreen; vr"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>
",https://skfb.ly/6Ttq7
Seagrass,Geographe Bay,-33.59912333,115.2791133,Multiple Use,Commonwealth,"<iframe title=""A 3D model"" width=""640"" height=""480"" src=""https://sketchfab.com/models/bf075f487b2c428e8a38ef05c9509af3/embed?autostart=1&amp;preload=1&amp;ui_controls=1&amp;ui_infos=1&amp;ui_inspector=1&amp;ui_stop=1&amp;ui_watermark=1&amp;ui_watermark_link=1"" frameborder=""0"" allow=""autoplay; fullscreen; vr"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>
",https://skfb.ly/6TZOU
Coral,Geographe Bay,-33.41091,115.17537,Special Purpose,Commonwealth,"<iframe title=""A 3D model"" width=""640"" height=""480"" src=""https://sketchfab.com/models/3b177bbba80d4dccad82264d0773f26f/embed?autostart=1&amp;preload=1&amp;ui_controls=1&amp;ui_infos=1&amp;ui_inspector=1&amp;ui_stop=1&amp;ui_watermark=1&amp;ui_watermark_link=1"" frameborder=""0"" allow=""autoplay; fullscreen; vr"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>
",https://skfb.ly/6UnHx
Seagrass,Geographe Bay,-33.55031,115.366565,National Park,Commonwealth,"<iframe title=""A 3D model"" width=""640"" height=""480"" src=""https://sketchfab.com/models/f5b80d0a35484640a2766b516539a79c/embed?autostart=1&amp;preload=1&amp;ui_controls=1&amp;ui_infos=1&amp;ui_inspector=1&amp;ui_stop=1&amp;ui_watermark=1&amp;ui_watermark_link=1"" frameborder=""0"" allow=""autoplay; fullscreen; vr"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>
",https://skfb.ly/6UnJD
Coral,Geographe Bay,-33.59454,115.24654,Multiple Use,Commonwealth,"<iframe title=""A 3D model"" width=""640"" height=""480"" src=""https://sketchfab.com/models/2526881c641a475f9376f85f4a0ded55/embed?autostart=1&amp;preload=1&amp;ui_controls=1&amp;ui_infos=1&amp;ui_inspector=1&amp;ui_stop=1&amp;ui_watermark=1&amp;ui_watermark_link=1"" frameborder=""0"" allow=""autoplay; fullscreen; vr"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>
",https://skfb.ly/6U6Fu
